      0     0.1167274   0.009196282   0.008840706
      1   0.004246404   0.003436401   0.001996605
      2   0.003195863   0.003095672   0.001833048
      3   0.002825898   0.002661364   0.001562241
      4   0.002319572   0.002036168   0.001261265
      5   0.001764459   0.001485821   0.000901975
      6   0.001238622   0.001016738  0.0005752713
      7  0.0008379218  0.0006510408  0.0003455154
      8  0.0005220407  0.0003721185   0.000218714
      9  0.0003054385  0.0002583363   0.000234182
     10  0.0001799001  0.0001858973    0.00022452
     11  0.0001185282  9.123118e-05  0.0001175716
     12  7.775553e-05  0.0001063102  0.0001518291
     13  6.814028e-05  9.796191e-05  0.0001401716
     14  6.330239e-05  9.105059e-05  0.0001292515
     15  5.882269e-05  9.215681e-05  0.0001322913
     16   5.23204e-05  5.817256e-05  8.218922e-05
     17  5.178795e-05  5.586744e-05  8.168373e-05
     18  4.908493e-05  5.616789e-05  8.468899e-05
     19  4.668356e-05  5.856758e-05   8.89166e-05
     20  4.522625e-05  4.442794e-05   6.43355e-05
     21  4.255642e-05  4.459445e-05  6.684588e-05
     22  3.833756e-05  5.360436e-05  8.255931e-05
     23  3.996665e-05  4.225332e-05  6.710394e-05
     24  3.639255e-05  5.116559e-05  8.338076e-05
     25  3.723554e-05  5.003242e-05  7.970673e-05
     26  3.324239e-05  4.437013e-05  7.714186e-05
     27  3.700486e-05  0.0001097968  0.0001813292
     28  2.988215e-05  2.781643e-05  5.370614e-05
     29  3.191195e-05  3.159425e-05  6.287792e-05
     30  3.252139e-05  6.500794e-05   0.000119757
     31   2.90047e-05  2.520196e-05  6.126808e-05
     32  2.739504e-05  2.474214e-05   6.53187e-05
     33  3.259173e-05  2.724159e-05  6.263162e-05
     34  2.417348e-05  1.888591e-05  5.054193e-05
     35  3.052186e-05   2.14553e-05  5.451978e-05
     36  2.356393e-05  1.645269e-05  5.234941e-05
     37  2.729969e-05  2.284584e-05  7.634956e-05
     38  2.248574e-05  1.691653e-05  6.031766e-05
     39  2.464409e-05  1.471338e-05  5.572034e-05
     40  2.439989e-05  1.443341e-05  5.580063e-05
     41  2.412752e-05  1.419742e-05  6.025433e-05
     42  2.378315e-05  1.717663e-05  7.419068e-05
     43  2.197018e-05  1.335647e-05  5.956955e-05
     44  2.251724e-05  1.390638e-05  5.791574e-05
     45  2.166094e-05  1.270763e-05  5.874439e-05
     46  2.244893e-05  1.458812e-05  5.458363e-05
     47  2.119539e-05  1.361535e-05  6.088303e-05
     48  2.174485e-05  1.479102e-05  4.775425e-05
     49  2.068918e-05    1.1711e-05  3.128533e-05
